Rg(e1972,e3750) 1
Rg(e2293,e2345) 1
Iw(e945,e6360) -1
Rg(e2813,e6249) 1
E(e125,e502) -1
E(e1410,e83) -1
E(e272,e610) -1
E(e472,e654) -1
Rg(e1907,e1122) 1
Ra(e1195,e510) -1
Q(e60,e60) -1
B(e1561,e1161) -1
Q(e215,e2138) 1
E(e846,e1852) -1
B(e343,e1891) 1
Q(e1117,e361) 1
E(e4667,e4667) -1
ML(e901,e449) -1
ML(e81,e40) -1
Rg(e1962,e622) -1
Rg(e220,e724) -1
B(e1950,e1429) 1
Ra(e1016,e1261) 1
E(e4668,e6463) -1
Ra(e254,e54) 1
Ra(e4653,e510) -1
E(e1805,e91) -1
Rg(e1243,e6010) -1
E(e169,e1978) -1
Rg(e446,e853) 1
ML(e354,e766) -1
Q(e908,e2833) 1
Ra(e1127,e1579) 1
Rg(e755,e800) -1
ML(e2678,e786) -1
ML(e1036,e757) -1
Q(e201,e1893) 1
E(e1104,e3021) -1
Rg(e473,e431) 1
Ra(e105,e3302) 1
B(e1043,e1927) -1
Rg(e654,e635) 1
Ra(e515,e60) 1
Q(e109,e1195) 1
E(e43,e3302) -1
E(e75,e1715) 1
E(e1418,e1721) -1
E(e1655,e219) -1
Ra(e1811,e3017) 1
E(e622,e2442) 2
Rg(e2698,e2698) -1
Rg(e1633,e273) 1
ML(e143,e2995) -1
E(e4557,e119) -1
Rg(e1053,e3755) 1
ML(e24,e2437) -1
Rg(e711,e613) -1
Ra(e2987,e723) 1
Q(e912,e47) 1
ML(e24,e320) -1
Q(e816,e1166) -1
ML(e1344,e2490) -1
Q(e4212,e2881) 1
E(e443,e418) -1
Rg(e3611,e2221) 1
Q(e4000,e2174) 1
Ra(e1082,e517) 1
Rg(e4426,e502) 1
Rg(e139,e3132) 1
B(e2835,e711) -1
Q(e495,e370) 1
E(e2442,e2055) 1
B(e355,e219) -1
Q(e4466,e4220) -1
B(e1490,e216) 1
B(e5101,e264) 1
Q(e443,e1431) 1
Rg(e3128,e52) 1
E(e1362,e472) -1
Ra(e4933,e1080) 1
E(e2613,e3522) -1
ML(e1472,e4510) -1
ML(e94,e1227) -1
Rg(e1318,e4032) 1
Ra(e4871,e4223) 1
B(e72,e3171) -1
Rg(e653,e31) 1
E(e2967,e7) -1
ML(e354,e5816) -1
E(e298,e3522) -1
E(e1467,e2972) 1
Rg(e1139,e5979) 1
B(e142,e502) 1
Q(e386,e1508) 1
ML(e1248,e1734) -1
ML(e181,e2938) -1
Ra(e1834,e705) -1
E(e2171,e1161) -1
E(e2382,e558) -1
ML(e81,e3367) -1
Ra(e1122,e1235) 1
Q(e2138,e166) 1
Ra(e3139,e60) -1
Ra(e2379,e0) -1
Rg(e1838,e433) -1
ML(e2691,e1073) -1
Rg(e878,e446) 1
Rg(e4983,e2364) 1
ML(e28,e2843) -1
Ra(e3066,e889) 1
Ra(e510,e3074) 1
Q(e908,e1701) 1
Q(e1558,e760) 1
E(e3171,e2) -1
Q(e2725,e2) -1
Q(e833,e2844) 1
E(e1868,e3132) -1
E(e99,e1451) -1
Rg(e1758,e1905) 1
Rg(e719,e5008) 1
E(e118,e2383) -1
Rg(e5169,e309) 1
Rg(e622,e4089) 1
Ra(e175,e3674) 1
ML(e3251,e4701) -1
Ra(e596,e366) 1
Ra(e711,e4862) 1
ML(e24,e1609) -1
Q(e472,e2441) 1
Rg(e837,e219) 1
Ra(e2068,e2068) -1
E(e1897,e2849) -1
ML(e947,e1166) -1
Q(e5616,e2244) 1
Q(e334,e2357) 1
Ra(e582,e175) -1
Rg(e51,e1215) 1
Rg(e243,e1579) 1
E(e3220,e1809) -1
ML(e338,e1505) -1
Ra(e4045,e3129) -1
ML(e901,e1889) -1
Q(e1835,e2881) 1
Rg(e2037,e510) 1
B(e502,e919) -1
B(e502,e1315) -1
E(e1976,e105) -1
ML(e514,e2235) -1
Q(e2001,e1182) 1
ML(e1535,e243) -1
Q(e755,e584) 1
Ra(e1960,e3835) 1
Rg(e2215,e711) 1
Ra(e834,e510) 1
Rg(e912,e1591) -1
Rg(e1067,e330) 1
Q(e103,e2758) 1
Rg(e175,e1721) 1
Iw(e6377,e844) -1
B(e1758,e421) -1
Rg(e1005,e370) -1
Ra(e608,e273) 1
Iw(e6722,e309) -1
B(e1528,e124) 1
Rg(e189,e3727) 1
Rg(e3293,e2716) 1
Q(e1169,e258) 1
Rg(e3944,e1998) 1
E(e755,e370) -1
Rg(e3371,e3371) -1
E(e1769,e1508) -1
Rg(e5888,e4180) 1
Rg(e1885,e1252) 1
ML(e133,e2039) -1
Q(e831,e2817) 1
Q(e1774,e2080) 1
ML(e24,e4808) -1
Iw(e328,e4486) -1
Iw(e29,e1033) -1
Q(e378,e2881) -1
E(e274,e151) -1
Q(e4387,e93) -1
Rg(e60,e697) -1
B(e2,e4608) 1
ML(e2251,e809) -1
ML(e98,e2379) -1
Ra(e1504,e1504) -1
Rg(e1266,e2) 1
Ra(e4849,e476) 1
E(e2672,e1213) -1
E(e2066,e472) -1
Rg(e495,e749) 1
E(e846,e439) -1
Q(e2138,e697) -1
Rg(e802,e651) 1
E(e600,e873) -1
Q(e833,e2174) -1
Rg(e3149,e3880) 1
Rg(e1677,e1749) 1
Ra(e114,e1633) -1
Q(e572,e1286) 1
Q(e848,e848) -1
Rg(e1604,e151) 1
ML(e1717,e1995) -1
Rg(e2001,e2838) 1
Rg(e3898,e4363) 1
E(e472,e48) 1
Rg(e1220,e5515) 1
Rg(e1103,e287) 1
E(e1891,e885) -1
Rg(e3302,e1633) 1
ML(e81,e2871) -1
ML(e4417,e782) -1
ML(e514,e2877) -1
E(e99,e757) -1
Rg(e1927,e4041) 1
Ra(e3271,e2235) 1
ML(e354,e3389) -1
B(e3171,e39) 1
E(e809,e431) -1
E(e2658,e261) -1
ML(e5497,e1748) -1
B(e5845,e166) 1
Rg(e539,e1155) 1
Ra(e254,e495) 1
Rg(e443,e363) -1
Rg(e1832,e4591) 1
B(e2858,e40) 1
E(e248,e146) -1
ML(e1000,e153) -1
E(e2915,e2169) 1
Rg(e567,e4191) -1
Rg(e1473,e219) 1
Iw(e3009,e646) -1
ML(e514,e2459) -1
ML(e24,e476) -1
E(e153,e472) 1
Rg(e273,e605) -1
Ra(e3556,e3000) 1
Rg(e823,e443) -1
B(e309,e4466) -1
Ra(e6031,e371) 1
E(e247,e219) -1
Ra(e1123,e52) 1
ML(e331,e1314) -1
Q(e273,e109) 1
Q(e72,e513) 1
E(e3186,e473) 1
Q(e1850,e1437) 1
B(e1058,e5381) -1
Ra(e2075,e4096) 1
B(e283,e5070) 1
B(e427,e3584) -1
Ra(e5166,e3882) 1
ML(e23,e702) -1
Rg(e1160,e1927) -1
Ra(e1970,e2746) 1
Q(e1528,e219) -1
B(e3000,e273) -1
ML(e1132,e2841) -1
E(e480,e669) -1
Rg(e3419,e1209) 1
Iw(e1053,e1363) -1
Rg(e5891,e2126) 1
Rg(e661,e5171) 1
Rg(e472,e2148) -1
Rg(e2483,e272) 1
Rg(e4932,e5681) 1
ML(e5725,e11) -1
ML(e148,e1647) -1
Rg(e2534,e1227) 1
ML(e5595,e1520) -1
Rg(e2038,e159) 1
Rg(e823,e658) 1
Rg(e2697,e1688) 1
B(e411,e411) -1
Rg(e2714,e1809) 1
E(e608,e191) 1
Q(e1776,e1451) 1
Q(e572,e3787) 1
Ra(e2256,e2892) 1
E(e3418,e844) -1
B(e3686,e3235) -1
Ra(e940,e834) -1
Rg(e1479,e4870) 1
Ra(e438,e990) 1
Rg(e1086,e1797) 1
Rg(e4313,e1774) 1
ML(e5604,e1893) -1
Ra(e58,e4298) 1
ML(e2251,e598) -1
E(e857,e7) 1
B(e5074,e1609) 1
Q(e2643,e1748) 1
Ra(e2001,e413) -1
Rg(e4952,e651) 1
Rg(e3110,e3110) -1
E(e1418,e3604) -1
Rg(e4459,e446) 1
Ra(e2584,e4141) 1
E(e201,e2355) -1
B(e1988,e2080) 1
Ra(e5187,e2489) 1
E(e446,e184) -1
E(e958,e2490) -1
Ra(e471,e1376) 1
E(e999,e4134) 1
Rg(e1960,e4780) 1
ML(e143,e2493) -1
Rg(e5555,e2923) 1
Rg(e962,e2755) 1
E(e311,e5392) -1
ML(e2304,e4808) -1
Q(e3451,e1376) 1
B(e966,e956) -1
Q(e889,e1169) 1
E(e4555,e1155) -1
Ra(e3834,e345) 1
Ra(e38,e266) 1
B(e275,e261) 1
E(e844,e325) -1
E(e651,e1243) -1
B(e240,e4902) -1
ML(e148,e2338) -1
E(e381,e1454) -1
ML(e133,e2338) -1
B(e273,e1776) -1
Q(e265,e2331) 1
Rg(e206,e495) 1
Q(e1749,e635) 1
Rg(e2166,e2447) 1
Rg(e2024,e582) 1
E(e1803,e4981) -1
Rg(e175,e123) 1
ML(e148,e174) -1
Rg(e4808,e2969) 1
ML(e947,e51) -1
Ra(e219,e2895) 1
ML(e210,e1454) -1
Rg(e2857,e1518) 1
Ra(e5264,e1891) 1
E(e6610,e129) -1
Q(e661,e3222) 1
ML(e2678,e1844) -1
Q(e515,e711) 1
ML(e514,e4130) -1
Iw(e844,e1157) -1
Rg(e5899,e5485) -1
E(e705,e2688) 1
E(e1202,e578) -1
ML(e94,e925) -1
ML(e2095,e2028) -1
ML(e1745,e1505) -1
Q(e159,e2464) 1
Rg(e1012,e2787) 1
E(e2383,e1972) -1
Rg(e5246,e3611) 1
E(e1908,e105) -1
Ra(e2158,e749) -1
E(e1995,e2108) -1
Rg(e19,e371) 1
E(e1194,e1829) -1
Rg(e4148,e3376) 1
ML(e28,e3695) -1
Q(e1271,e2575) 1
ML(e357,e1362) -1
Rg(e374,e1891) 1
Ra(e1957,e3458) 1
Rg(e443,e2179) -1
Rg(e1743,e634) 1
Ra(e515,e3379) 1
ML(e1248,e990) -1
Rg(e443,e867) 1
B(e3310,e333) 1
E(e1452,e443) -1
Ra(e5013,e1756) 1
Ra(e353,e1347) 1
Ra(e1402,e413) 1
ML(e3765,e4575) -1
Ra(e3895,e150) 1
Rg(e1898,e446) -1
Iw(e3885,e407) -1
Ra(e4808,e1058) 1
Q(e524,e833) 1
Rg(e261,e3706) 1
E(e4697,e391) -1
E(e848,e2086) -1
Ra(e1161,e1155) 1
Q(e853,e772) -1
ML(e81,e2368) -1
ML(e611,e3000) -1
Ra(e3854,e1483) 1
E(e105,e4879) -1
Ra(e2590,e1777) 1
Ra(e2936,e2836) 1
Rg(e1439,e3308) -1
Ra(e345,e1573) 1
B(e4445,e661) 1
E(e201,e2986) -1
Q(e0,e2258) -1
Ra(e3132,e2038) -1
Ra(e4256,e2724) 1
Rg(e2704,e3190) 1
Ra(e711,e471) 1
Rg(e19,e3481) 1
Rg(e350,e2173) -1
Q(e3640,e38) 1
Rg(e5618,e446) -1
E(e2817,e2490) 1
E(e99,e193) -1
B(e1082,e3022) -1
Rg(e2024,e266) 1
ML(e338,e5070) -1
Q(e1437,e692) -1
Rg(e1998,e4171) -1
Q(e742,e166) 1
Ra(e2137,e1165) 1
Rg(e2784,e1351) 1
Iw(e5916,e3062) -1
B(e2291,e1239) 1
Rg(e201,e7) 1
B(e1927,e6318) -1
Rg(e802,e2307) 1
Ra(e54,e434) 1
ML(e1248,e2731) -1
ML(e1363,e6425) -1
ML(e81,e238) -1
E(e700,e0) -1
ML(e2154,e272) -1
Rg(e977,e3621) 1
Ra(e3956,e102) 1
Ra(e1886,e476) 1
Ra(e1162,e473) -1
E(e4993,e472) 1
Rg(e966,e201) 1
Ra(e1086,e54) -1
Rg(e1271,e1878) 1
ML(e4583,e1302) -1
Q(e1398,e274) 1
Rg(e175,e2024) 1
Rg(e237,e2173) 1
Q(e697,e2438) -1
Q(e711,e1804) 1
ML(e28,e5004) -1
E(e633,e3272) -1
Rg(e946,e304) 1
E(e504,e1646) -1
ML(e354,e2532) -1
Ra(e1169,e608) 1
E(e2739,e3120) -1
Rg(e2024,e363) -1
Q(e2969,e1153) 1
Q(e1431,e1950) -1
ML(e276,e2317) -1
E(e104,e844) -1
Q(e694,e2235) 1
Ra(e575,e1064) 1
Rg(e722,e3269) -1
Ra(e2368,e577) 1
E(e598,e709) -1
Ra(e1005,e1746) -1
ML(e2136,e360) -1
Q(e1129,e31) 1
ML(e86,e5357) -1
E(e486,e4487) 1
ML(e81,e2922) -1
E(e1879,e1100) -1
B(e2037,e6960) 1
Ra(e2297,e4207) 1
Q(e1688,e1676) -1
Q(e1,e166) 1
Rg(e1155,e4907) 1
E(e1315,e274) 1
E(e1662,e3211) -1
Ra(e1362,e857) 1
E(e2206,e33) -1
ML(e2290,e1812) -1
Ra(e485,e30) 1
Rg(e40,e419) -1
Rg(e1927,e1100) 1
Rg(e613,e613) -1
Rg(e165,e802) 1
Ra(e330,e2729) 1
Ra(e2011,e825) 1
Q(e60,e446) 1
Rg(e1887,e5074) 1
E(e2897,e1865) -1
Ra(e5690,e849) 1
E(e2608,e1930) 1
E(e386,e2784) -1
ML(e2243,e3390) -1
Rg(e1934,e151) -1
Rg(e3361,e784) 1
Ra(e1988,e4772) 1
Q(e413,e2118) 1
Rg(e1193,e323) 1
Ra(e3745,e38) 1
Q(e823,e413) 1
Q(e322,e1229) -1
Q(e1838,e1037) 1
Ra(e2520,e510) 1
Ra(e855,e2077) 1
E(e248,e3283) -1
E(e169,e1213) -1
Q(e371,e31) 1
E(e919,e472) 1
ML(e6096,e2749) -1
Rg(e6072,e1275) -1
Ra(e4468,e3495) 1
B(e266,e2538) -1
ML(e901,e4234) -1
E(e3171,e2022) 1
ML(e81,e1713) -1
Ra(e826,e105) 1
E(e1641,e4130) 1
Ra(e3724,e495) 1
Ra(e5366,e2325) 1
Rg(e1173,e4613) 1
Rg(e2228,e1494) -1
Rg(e582,e2236) 1
Rg(e334,e334) -1
Rg(e3299,e1927) -1
Rg(e1688,e48) 1
Ra(e1962,e3503) 1
Rg(e5576,e720) 1
Q(e499,e298) 1
E(e1960,e912) -1
ML(e3377,e1838) -1
E(e1215,e1870) 1
E(e1969,e64) -1
B(e248,e1998) 1
Ra(e1711,e472) 1
ML(e1299,e6159) -1
E(e233,e60) -1
E(e375,e582) -1
Q(e937,e3539) -1
Rg(e1927,e5021) 1
E(e370,e1743) -1
ML(e3749,e1068) -1
E(e1757,e52) -1
Rg(e2655,e60) 1
ML(e1359,e1589) -1
B(e2506,e122) 1
Ra(e3319,e2943) 1
Ra(e1962,e1612) 1
ML(e94,e3254) -1
Q(e1138,e1375) 1
Q(e1891,e4431) 1
E(e118,e1950) 1
Q(e1867,e572) -1
ML(e1472,e4746) -1
Ra(e5431,e3486) 1
Rg(e323,e1073) 1
Ra(e235,e2582) -1
Rg(e237,e1749) 1
ML(e24,e4000) -1
ML(e81,e798) -1
E(e2047,e2047) -1
Rg(e5815,e60) 1
Rg(e5132,e1260) 1
Rg(e2009,e1335) 1
E(e169,e4247) -1
E(e262,e473) 1
Rg(e115,e782) 1
B(e40,e309) 1
Rg(e2415,e3424) -1
Q(e48,e1209) 1
Ra(e2391,e1950) 1
Ra(e958,e580) 1
Rg(e834,e889) 1
Ra(e3432,e1633) 1
Ra(e495,e130) 1
Ra(e258,e1464) 1
Q(e1805,e166) 1
Rg(e2826,e2363) 1
ML(e2523,e1671) -1
E(e3951,e443) -1
Ra(e705,e912) -1
Ra(e2846,e1939) 1
Ra(e1432,e3786) -1
Rg(e510,e2969) -1
E(e43,e47) -1
Rg(e1558,e245) 1
Ra(e709,e2073) -1
B(e3222,e3007) -1
E(e879,e2812) -1
E(e315,e19) -1
ML(e133,e5809) -1
Q(e2115,e1195) 1
B(e2205,e5180) -1
Rg(e1037,e1777) -1
E(e15,e472) -1
Ra(e75,e2459) 1
ML(e81,e5535) -1
E(e1886,e1155) -1
ML(e338,e1397) -1
Q(e471,e2003) -1
Ra(e325,e290) 1
E(e64,e2091) -1
Rg(e139,e1162) -1
ML(e24,e216) -1
B(e43,e2922) -1
Rg(e4021,e1155) 1
ML(e81,e1151) -1
Q(e2890,e472) 1
ML(e947,e1733) -1
Ra(e361,e320) 1
ML(e24,e619) -1
Ra(e2625,e3579) -1
Iw(e1222,e1942) -1
Ra(e1098,e2866) 1
ML(e1344,e656) -1
B(e309,e680) -1
Rg(e1195,e3867) 1
E(e3095,e2866) -1
ML(e2695,e2152) -1
B(e2857,e446) -1
Rg(e363,e1575) 1
Rg(e17,e1809) 1
B(e446,e291) 1
Ra(e1245,e390) 1
E(e328,e1111) -1
Ra(e2916,e705) 1
Q(e749,e58) 1
E(e375,e371) -1
B(e60,e298) 1
Q(e2228,e1733) -1
Ra(e370,e510) -1
E(e2172,e4862) -1
Q(e166,e2881) 1
Q(e3458,e4768) -1
Rg(e3467,e309) 1
Q(e2105,e1138) 1
B(e854,e446) 1
B(e439,e724) -1
Q(e598,e1927) -1
ML(e28,e396) -1
ML(e4303,e370) -1
B(e105,e471) 1
Ra(e242,e4786) 1
Q(e238,e248) 1
B(e130,e1740) 1
Q(e2741,e698) -1
Ra(e89,e1809) 1
Q(e3846,e1588) 1
Q(e1156,e1998) 1
E(e105,e1887) -1
E(e1094,e212) -1
ML(e1371,e510) -1
ML(e81,e6082) -1
E(e201,e4454) -1
Ra(e1406,e1159) 1
Rg(e867,e1827) 1
E(e845,e1581) 1
Q(e1028,e443) -1
E(e2802,e2) -1
Rg(e533,e386) 1
Q(e2599,e2059) -1
B(e3792,e704) 1
Q(e412,e3067) 1
Rg(e3283,e3283) -1
Rg(e1776,e333) 1
Rg(e3050,e38) 1
Ra(e1731,e1449) 1
B(e446,e1507) 1
Ra(e471,e990) 1
Rg(e4148,e3114) 1
Ra(e3090,e825) -1
ML(e338,e54) -1
Rg(e1144,e3104) 1
E(e159,e2953) -1
Ra(e802,e330) 1
Rg(e4498,e118) 1
Rg(e657,e1173) 1
Ra(e1286,e882) 1
ML(e2095,e610) -1
Ra(e1407,e1832) -1
ML(e2887,e3485) -1
ML(e3812,e844) -1
B(e2404,e328) 1
Rg(e2363,e524) 1
E(e6809,e1159) -1
ML(e901,e3215) -1
Ra(e322,e510) -1
E(e2174,e325) 1
ML(e181,e1295) -1
Rg(e2477,e1988) 1
Ra(e2181,e2181) -1
B(e4635,e137) -1
E(e2468,e2969) -1
Rg(e833,e273) 1
Ra(e1100,e160) -1
ML(e2304,e653) -1
E(e2915,e443) -1
E(e4886,e4241) -1
Iw(e354,e28) -1
E(e343,e122) 1
E(e1042,e2425) -1
B(e2824,e212) 1
Rg(e47,e1460) -1
Q(e1162,e4236) 1
ML(e24,e2102) -1
E(e316,e298) -1
Ra(e3845,e4894) 1
B(e495,e651) 1
Rg(e2383,e724) 1
E(e651,e1777) -1
B(e1273,e1273) -1
Rg(e2359,e1286) 1
E(e1718,e1733) -1
E(e4062,e1018) -1
E(e557,e622) -1
Q(e4990,e52) 1
Ra(e1245,e3727) 1
Ra(e266,e4102) 1
Rg(e5076,e3075) 1
E(e622,e857) -1
Rg(e1342,e219) -1
Ra(e595,e595) -1
Rg(e6867,e1915) 1
Ra(e3365,e1960) -1
E(e160,e2285) -1
E(e2353,e1127) -1
E(e1805,e62) -1
B(e154,e57) -1
Q(e218,e6642) 1
Ra(e399,e1589) 1
ML(e28,e48) -1
ML(e4658,e4173) -1
Rg(e6,e3594) 1
Ra(e5717,e58) 1
Ra(e1169,e1257) -1
Rg(e711,e2184) 1
B(e2207,e1676) -1
E(e2,e31) 1
Rg(e569,e4919) 1
ML(e2350,e1455) -1
ML(e1248,e2684) -1
Rg(e1749,e1481) 1
ML(e28,e2301) -1
E(e1213,e999) -1
Rg(e298,e2658) 1
ML(e181,e1699) -1
Q(e2603,e1692) 1
ML(e143,e432) -1
Iw(e2350,e1363) -1
B(e16,e2874) -1
ML(e2243,e3800) -1
Rg(e1141,e1141) -1
E(e1669,e4517) -1
E(e802,e1925) 1
E(e495,e1235) -1
ML(e81,e1564) -1
Ra(e3000,e988) 1
B(e510,e2355) -1
Q(e1315,e362) 1
E(e1505,e2039) -1
E(e617,e201) -1
Ra(e1618,e153) 1
Ra(e1391,e2570) 1
E(e1253,e855) -1
Q(e361,e2520) 1
Rg(e574,e5462) 1
ML(e4434,e281) -1
E(e532,e4595) -1
Ra(e5308,e5082) 1
ML(e98,e373) -1
Q(e2778,e52) 1
ML(e1567,e504) -1
Iw(e110,e159) -1
Ra(e1776,e749) -1
Rg(e505,e1913) 1
Iw(e1253,e3871) -1
E(e1520,e1978) -1
Rg(e2258,e3668) 1
Rg(e445,e3648) 1
Q(e1426,e57) 1
Rg(e38,e2207) 1
E(e1098,e999) -1
Rg(e465,e2477) 1
ML(e2304,e1927) -1
Rg(e238,e238) -1
Rg(e255,e1127) 1
E(e1644,e1563) -1
Ra(e3000,e3724) 1
Q(e574,e574) -1
Q(e446,e2483) 1
ML(e41,e1454) -1
B(e240,e3000) 1
Rg(e62,e457) 1
Rg(e1103,e2953) -1
Rg(e1976,e1493) 1
ML(e24,e704) -1
ML(e81,e103) -1
ML(e947,e6662) -1
ML(e611,e36) -1
Ra(e2775,e3735) 1
Ra(e2583,e1085) -1
Iw(e1573,e472) -1
B(e567,e912) -1
E(e1004,e206) -1
Q(e660,e833) 1
Rg(e4052,e1460) 1
Q(e715,e2571) 1
ML(e24,e275) -1
Rg(e229,e1891) 1
Rg(e4358,e3817) 1
ML(e354,e3673) -1
B(e1893,e1774) 1
B(e2745,e5762) -1
Ra(e2108,e1731) 1
ML(e133,e996) -1
Rg(e16,e2392) 1
Q(e584,e258) 1
Rg(e3594,e698) -1
ML(e1535,e341) -1
Rg(e542,e4820) 1
E(e776,e2744) -1
Rg(e325,e4974) -1
Ra(e212,e855) 1
Ra(e154,e240) 1
Q(e1007,e47) 1
E(e1593,e472) -1
E(e237,e1318) -1
Ra(e1870,e519) -1
Rg(e4513,e4513) -1
Ra(e2469,e325) 1
E(e635,e1641) -1
B(e2620,e2310) 1
Rg(e1349,e4051) -1
B(e5693,e1261) -1
ML(e1472,e413) -1
Q(e2056,e2056) -1
Ra(e3576,e1005) 1
Ra(e60,e3761) -1
ML(e354,e2193) -1
B(e3375,e4406) 1
Rg(e201,e495) 1
E(e1295,e2275) -1
E(e31,e2866) -1
E(e562,e889) 1
E(e1706,e2001) -1
ML(e68,e1350) -1
ML(e148,e1711) -1
Ra(e749,e1058) 1
Rg(e1866,e1866) -1
E(e2169,e1286) -1
E(e312,e2086) -1
B(e3493,e119) 1
Q(e1016,e2353) 1
Rg(e1927,e4954) 1
Ra(e5007,e989) 1
Rg(e2954,e2490) 1
E(e568,e273) -1
Q(e1643,e962) 1
Q(e1852,e1155) 1
Ra(e89,e2481) 1
E(e373,e1776) -1
ML(e301,e1633) -1
E(e968,e1787) -1
Q(e134,e134) -1
Rg(e4322,e4322) -1
ML(e954,e1662) -1
E(e593,e1383) -1
E(e439,e1454) -1
Q(e939,e166) 1
Rg(e105,e909) 1
ML(e1484,e4000) -1
Ra(e361,e361) -1
Ra(e4207,e4207) -1
Ra(e2734,e1834) -1
E(e1620,e2441) -1
Ra(e1097,e472) 1
E(e385,e1032) -1
E(e5389,e2947) -1
ML(e3372,e439) -1
Ra(e58,e989) -1
Ra(e1962,e1808) -1
E(e1656,e3956) -1
ML(e2026,e1431) -1
E(e1465,e3211) -1
Rg(e57,e999) 1
ML(e3037,e3913) -1
Ra(e5801,e2332) 1
Rg(e598,e2969) 1
E(e43,e665) -1
Rg(e5980,e5980) -1
Rg(e5695,e3640) 1
E(e311,e254) -1
Q(e150,e1091) 1
Q(e3289,e60) 1
Ra(e1407,e408) -1
E(e4463,e4463) -1
Ra(e4345,e853) 1
ML(e23,e724) -1
E(e520,e545) -1
Q(e1722,e1147) -1
Rg(e610,e919) -1
Q(e1774,e1806) 1
Rg(e545,e1010) 1
Q(e1891,e4711) 1
Q(e2635,e1007) 1
Rg(e4774,e105) 1
ML(e901,e1350) -1
ML(e331,e378) -1
ML(e3519,e219) -1
Iw(e945,e945) -1
E(e219,e1857) 1
B(e513,e1243) 1
Ra(e1597,e0) 1
Rg(e6171,e6267) -1
B(e1487,e4096) 1
E(e248,e786) -1
Q(e2698,e6) 1
Ra(e371,e353) 1
ML(e1290,e940) -1
Q(e2112,e360) 1
Ra(e1005,e1205) -1
ML(e331,e1977) -1
Q(e912,e998) 1
B(e5695,e823) 1
Rg(e2804,e245) 1
E(e3389,e4697) -1
E(e3057,e123) -1
Rg(e3501,e2499) 1
E(e568,e334) -1
ML(e4827,e290) -1
E(e1418,e1068) -1
E(e1891,e1460) -1
Ra(e1970,e1364) 1
Rg(e459,e4372) 1
E(e43,e38) -1
Rg(e1295,e345) 1
E(e272,e751) -1
E(e77,e2936) -1
Rg(e1162,e2174) -1
Rg(e1827,e1948) 1
Rg(e3880,e123) 1
Rg(e89,e89) -1
Rg(e3095,e237) -1
Ra(e1592,e1870) 1
B(e309,e2102) 1
Ra(e2263,e2565) 1
E(e125,e2775) -1
Rg(e843,e2866) 1
Ra(e1111,e54) 1
Ra(e4086,e1729) 1
Ra(e1302,e1265) 1
B(e274,e2176) -1
Ra(e219,e1641) -1
E(e1418,e2284) -1
ML(e76,e1042) -1
ML(e81,e2723) -1
ML(e86,e1844) -1
Rg(e370,e1646) 1
B(e1155,e2822) -1
B(e1436,e1103) 1
Ra(e1518,e298) 1
ML(e157,e2) -1
Rg(e2787,e5996) -1
Rg(e2787,e109) 1
Ra(e5167,e3503) 1
ML(e1371,e634) -1
Rg(e333,e1487) 1
B(e940,e1454) -1
Ra(e1934,e58) -1
E(e102,e100) 1
Ra(e515,e2045) 1
An(e2365,e4506) -1
B(e280,e5602) -1
E(e472,e3589) 1
Rg(e2064,e1914) 1
E(e2038,e363) 1
E(e124,e937) -1
Q(e3285,e854) 1
Rg(e4115,e3460) -1
Rg(e5327,e1589) 1
E(e2019,e3593) -1
E(e1627,e1891) 1
Rg(e5631,e5631) -1
Rg(e2506,e2506) -1
Rg(e3724,e495) 1
E(e47,e122) -1
Ra(e994,e443) -1
Rg(e1474,e3729) 1
E(e58,e38) -1
Rg(e413,e413) -1
E(e1490,e1104) -1
ML(e2568,e2632) -1
Rg(e1720,e2174) -1
Ra(e472,e373) -1
Q(e2383,e510) 1
Rg(e124,e1104) 1
B(e1677,e1488) 1
ML(e338,e4695) -1
Ra(e772,e4748) -1
Rg(e1773,e1434) -1
E(e1757,e2849) -1
Ra(e658,e5062) 1
Rg(e1221,e5794) 1
E(e2348,e1633) -1
Rg(e884,e884) -1
ML(e68,e2382) -1
Rg(e826,e1127) 1
B(e3464,e3186) 1
Ra(e31,e2699) -1
Q(e1688,e2264) 1
E(e298,e831) 1
Q(e154,e1481) 1
ML(e2243,e1103) -1
E(e1891,e2236) 2
B(e1662,e219) 1
E(e658,e2755) -1
ML(e514,e705) -1
Ra(e219,e2158) 1
Q(e48,e571) 1
Ra(e6494,e6494) -1
Ra(e1507,e3115) 1
B(e4003,e1454) -1
ML(e841,e603) -1
Ra(e438,e3983) 1
B(e130,e472) -1
Q(e2435,e661) 1
Q(e2491,e2608) -1
ML(e841,e4888) -1
Ra(e126,e5680) 1
ML(e24,e3887) -1
Ra(e2533,e3147) 1
E(e4282,e193) -1
B(e6866,e3141) -1
Ra(e510,e4616) -1
Q(e1563,e2256) -1
ML(e1305,e2058) -1
Ra(e3268,e1228) 1
Ra(e4138,e1254) -1
Q(e2138,e513) 1
B(e1195,e237) 1
B(e370,e1597) -1
Q(e1693,e1693) -1
E(e201,e5026) -1
Ra(e2494,e219) 1
E(e215,e558) -1
Iw(e945,e2568) -1
ML(e969,e1897) -1
Rg(e332,e332) -1
ML(e4417,e3040) -1
Q(e1972,e361) 1
Ra(e208,e443) 1
Q(e1809,e1003) 1
B(e690,e1068) -1
ML(e5490,e1797) -1
Q(e472,e115) 1
E(e1108,e370) -1
